"Ticket solved - Date";"Group stations";"Assignee stations"
"22 Sep 25";"1.11111111111111120000";"1.33333333333333330000"
"23 Sep 25";"1.00000000000000000000";"2.06666666666666700000"
"24 Sep 25";"1.12500000000000000000";"1.37500000000000000000"
"25 Sep 25";"1.14285714285714280000";"1.50000000000000000000"
"26 Sep 25";"1.08333333333333330000";"1.33333333333333330000"
"29 Sep 25";"1.00000000000000000000";"1.42857142857142860000"
"30 Sep 25";"1.33333333333333330000";"1.66666666666666670000"
"01 Oct 25";"1.28571428571428580000";"1.85714285714285720000"
"02 Oct 25";"1.00000000000000000000";"1.54545454545454540000"
"03 Oct 25";"1.41666666666666670000";"2.33333333333333350000"
"06 Oct 25";"1.35714285714285720000";"1.42857142857142860000"
"07 Oct 25";"1.19047619047619050000";"1.57142857142857140000"
"08 Oct 25";"1.13333333333333330000";"1.86666666666666670000"
"09 Oct 25";"1.33333333333333330000";"2.00000000000000000000"
"10 Oct 25";"1.16666666666666670000";"1.75000000000000000000"
"13 Oct 25";"1.00000000000000000000";"1.66666666666666670000"
"14 Oct 25";"1.25000000000000000000";"1.75000000000000000000"
"15 Oct 25";"1.50000000000000000000";"2.25000000000000000000"
"16 Oct 25";"1.07692307692307690000";"1.92307692307692310000"
"17 Oct 25";"1.00000000000000000000";"1.50000000000000000000"
"20 Oct 25";"1.00000000000000000000";"1.71428571428571420000"
"21 Oct 25";"1.00000000000000000000";"2.20000000000000000000"
"22 Oct 25";"1.00000000000000000000";"2.00000000000000000000"
"23 Oct 25";"1.11764705882352940000";"1.94117647058823530000"
"27 Oct 25";"1.17647058823529420000";"1.58823529411764720000"
"28 Oct 25";"1.25000000000000000000";"1.70000000000000000000"
"29 Oct 25";"1.00000000000000000000";"1.60000000000000000000"
"30 Oct 25";"1.00000000000000000000";"1.55555555555555560000"
"31 Oct 25";"1.50000000000000000000";"1.50000000000000000000"
"03 Nov 25";"1.00000000000000000000";"1.71428571428571420000"
"04 Nov 25";"1.00000000000000000000";"1.75000000000000000000"
"05 Nov 25";"1.28571428571428580000";"2.00000000000000000000"
"06 Nov 25";"1.06666666666666670000";"1.86666666666666670000"
"07 Nov 25";"1.00000000000000000000";"1.41666666666666670000"
"10 Nov 25";"1.50000000000000000000";"1.62500000000000000000"
"11 Nov 25";"1.00000000000000000000";"1.42857142857142860000"
"12 Nov 25";"1.05555555555555560000";"1.55555555555555560000"
"13 Nov 25";"1.07142857142857140000";"1.50000000000000000000"
"14 Nov 25";"1.12500000000000000000";"2.12500000000000000000"
"17 Nov 25";"1.16666666666666670000";"1.50000000000000000000"
"18 Nov 25";"1.47058823529411750000";"1.58823529411764720000"
"19 Nov 25";"1.33333333333333330000";"2.00000000000000000000"
"20 Nov 25";"1.15789473684210530000";"1.52631578947368430000"
"21 Nov 25";"1.15384615384615370000";"1.61538461538461540000"
"24 Nov 25";"1.10526315789473670000";"1.94736842105263160000"
"25 Nov 25";"1.28571428571428580000";"1.92857142857142860000"
"26 Nov 25";"1.50000000000000000000";"2.19230769230769250000"
"27 Nov 25";"1.00000000000000000000";"1.40000000000000000000"
"28 Nov 25";"1.00000000000000000000";"1.14285714285714280000"
"01 Dec 25";"1.54545454545454540000";"2.00000000000000000000"
"02 Dec 25";"1.31034482758620690000";"1.72413793103448290000"
"03 Dec 25";"1.11111111111111120000";"1.72222222222222200000"
"04 Dec 25";"1.26086956521739140000";"1.82608695652173900000"
"05 Dec 25";"1.10000000000000000000";"1.70000000000000000000"
"08 Dec 25";"2.16666666666666650000";"2.50000000000000000000"
"09 Dec 25";"1.06666666666666670000";"1.80000000000000000000"
"10 Dec 25";"1.13333333333333330000";"1.66666666666666670000"
"11 Dec 25";"1.00000000000000000000";"1.46153846153846150000"
"12 Dec 25";"1.00000000000000000000";"1.36363636363636350000"
"15 Dec 25";"1.39130434782608700000";"2.08695652173913040000"
"16 Dec 25";"1.84615384615384630000";"2.61538461538461540000"
"17 Dec 25";"1.33333333333333330000";"1.50000000000000000000"
"18 Dec 25";"1.45454545454545460000";"1.81818181818181810000"
"19 Dec 25";"1.07407407407407420000";"1.44444444444444440000"
"21 Dec 25";"1.00000000000000000000";"1.20000000000000000000"
"22 Dec 25";"1.22222222222222200000";"1.72222222222222200000"
"23 Dec 25";"1.20000000000000000000";"1.45000000000000000000"
"24 Dec 25";"2.37500000000000000000";"2.50000000000000000000"
"29 Dec 25";"1.40000000000000000000";"1.20000000000000000000"
"30 Dec 25";"1.00000000000000000000";"1.00000000000000000000"
